,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Memphis Grizzlies vs Toronto Raptors,Memphis Grizzlies,Toronto Raptors,196.58663856806132,-5.68656997033521,96.0,101.0
Memphis Grizzlies vs Utah Jazz,Memphis Grizzlies,Utah Jazz,186.04224277502502,-4.519358094168278,91.0,96.0
Memphis Grizzlies vs Cleveland Cavaliers,Memphis Grizzlies,Cleveland Cavaliers,198.11271588083488,-7.7096722489100245,95.0,103.0
Memphis Grizzlies vs Dallas Mavericks,Memphis Grizzlies,Dallas Mavericks,196.79927756378643,-2.4249753104761425,98.0,100.0
Memphis Grizzlies vs Los Angeles Clippers,Memphis Grizzlies,Los Angeles Clippers,200.5782337155097,-7.255924981338596,97.0,105.0
Memphis Grizzlies vs Minnesota Timberwolves,Memphis Grizzlies,Minnesota Timberwolves,200.3062268853619,1.8496722278709128,102.0,100.0
Memphis Grizzlies vs Orlando Magic,Memphis Grizzlies,Orlando Magic,195.65796532558446,1.6447780044267435,99.0,97.0
Memphis Grizzlies vs Chicago Bulls,Memphis Grizzlies,Chicago Bulls,194.89371344522633,-3.046885885961322,97.0,100.0
Memphis Grizzlies vs Milwaukee Bucks,Memphis Grizzlies,Milwaukee Bucks,194.10377116320038,-1.2756538314364105,97.0,98.0
Memphis Grizzlies vs Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,195.1135746135515,-5.1638045632466305,95.0,100.0
Memphis Grizzlies vs Detroit Pistons,Memphis Grizzlies,Detroit Pistons,194.17626341003793,-2.099507559544377,97.0,99.0
Memphis Grizzlies vs Golden State Warriors,Memphis Grizzlies,Golden State Warriors,207.14833924399377,-12.730790963847795,98.0,111.0
Memphis Grizzlies vs Houston Rockets,Memphis Grizzlies,Houston Rockets,206.11295289000614,-5.263801862857511,101.0,106.0
Memphis Grizzlies vs Oklahoma City Thunder,Memphis Grizzlies,Oklahoma City Thunder,202.88143760528865,-6.440608565683576,99.0,105.0
Memphis Grizzlies vs Philadelphia 76ers,Memphis Grizzlies,Philadelphia 76ers,195.07758326369802,5.544334155959824,101.0,95.0
Memphis Grizzlies vs Washington Wizards,Memphis Grizzlies,Washington Wizards,198.96857581033092,-3.648735620969078,98.0,102.0
Memphis Grizzlies vs Brooklyn Nets,Memphis Grizzlies,Brooklyn Nets,199.62425734580975,3.153802056995335,102.0,99.0
Miami Heat vs Los Angeles Lakers,Miami Heat,Los Angeles Lakers,200.67707847085077,5.166124085699577,103.0,98.0
Miami Heat vs New Orleans Pelicans,Miami Heat,New Orleans Pelicans,198.0557655630735,-0.9196853519371249,99.0,100.0
Miami Heat vs San Antonio Spurs,Miami Heat,San Antonio Spurs,192.8647674243401,-10.81978689974106,91.0,102.0
Miami Heat vs Boston Celtics,Miami Heat,Boston Celtics,199.8537363814406,-4.348050359759913,98.0,102.0
Miami Heat vs Charlotte Hornets,Miami Heat,Charlotte Hornets,193.50349170689336,-2.563658711986413,96.0,99.0
Miami Heat vs Denver Nuggets,Miami Heat,Denver Nuggets,204.2362848259543,-0.6385626591190072,102.0,103.0
Miami Heat vs Indiana Pacers,Miami Heat,Indiana Pacers,194.0631448233145,-3.1562118462814315,96.0,99.0
Miami Heat vs Memphis Grizzlies,Miami Heat,Memphis Grizzlies,190.31680935098396,-2.8845432924505454,94.0,97.0
Miami Heat vs New York Knicks,Miami Heat,New York Knicks,194.267860578942,2.5379356567177482,99.0,96.0
Miami Heat vs Phoenix Suns,Miami Heat,Phoenix Suns,203.70637367486202,1.6223863525458664,103.0,101.0
Miami Heat vs Portland Trail Blazers,Miami Heat,Portland Trail Blazers,201.59553933826956,-3.7966772548812946,99.0,103.0
Miami Heat vs Sacramento Kings,Miami Heat,Sacramento Kings,203.1769972202687,0.5477966755884407,103.0,102.0
Miami Heat vs Toronto Raptors,Miami Heat,Toronto Raptors,196.59733236761716,-5.7300572283029965,96.0,102.0
Miami Heat vs Utah Jazz,Miami Heat,Utah Jazz,186.05293657458074,-4.562845352136065,91.0,96.0
Miami Heat vs Cleveland Cavaliers,Miami Heat,Cleveland Cavaliers,198.12340968039067,-7.753159506877813,96.0,104.0
Miami Heat vs Dallas Mavericks,Miami Heat,Dallas Mavericks,196.80997136334227,-2.4684625684439294,98.0,100.0
Miami Heat vs Los Angeles Clippers,Miami Heat,Los Angeles Clippers,200.58892751506548,-7.299412239306385,97.0,104.0
Miami Heat vs Minnesota Timberwolves,Miami Heat,Minnesota Timberwolves,200.31692068491773,1.8061849699031263,102.0,100.0
Miami Heat vs Orlando Magic,Miami Heat,Orlando Magic,195.6686591251403,1.601290746458956,99.0,98.0
Miami Heat vs Chicago Bulls,Miami Heat,Chicago Bulls,194.9044072447821,-3.090373143929109,96.0,99.0
Miami Heat vs Milwaukee Bucks,Miami Heat,Milwaukee Bucks,194.11446496275622,-1.3191410894041975,97.0,98.0
Miami Heat vs Atlanta Hawks,Miami Heat,Atlanta Hawks,195.12426841310722,-5.207291821214418,96.0,101.0
Miami Heat vs Detroit Pistons,Miami Heat,Detroit Pistons,194.18695720959366,-2.142994817512164,97.0,99.0
Miami Heat vs Golden State Warriors,Miami Heat,Golden State Warriors,207.15903304354956,-12.774278221815582,98.0,110.0
Miami Heat vs Houston Rockets,Miami Heat,Houston Rockets,206.12364668956187,-5.307289120825298,101.0,106.0
Miami Heat vs Oklahoma City Thunder,Miami Heat,Oklahoma City Thunder,202.89213140484443,-6.484095823651363,98.0,105.0
Miami Heat vs Philadelphia 76ers,Miami Heat,Philadelphia 76ers,195.08827706325374,5.500846897992037,101.0,95.0
Miami Heat vs Washington Wizards,Miami Heat,Washington Wizards,198.97926960988664,-3.692222878936865,98.0,102.0
Miami Heat vs Brooklyn Nets,Miami Heat,Brooklyn Nets,199.63495114536553,3.1103147990275484,102.0,99.0
New York Knicks vs Los Angeles Lakers,New York Knicks,Los Angeles Lakers,204.61743589925302,-0.21286760550092998,102.0,103.0
New York Knicks vs New Orleans Pelicans,New York Knicks,New Orleans Pelicans,201.9961229914758,-6.298677043137632,98.0,105.0
New York Knicks vs San Antonio Spurs,New York Knicks,San Antonio Spurs,196.80512485274235,-16.198778590941565,91.0,107.0
New York Knicks vs Boston Celtics,New York Knicks,Boston Celtics,203.79409380984285,-9.72704205096042,98.0,107.0
New York Knicks vs Charlotte Hornets,New York Knicks,Charlotte Hornets,197.44384913529566,-7.942650403186919,95.0,103.0
New York Knicks vs Denver Nuggets,New York Knicks,Denver Nuggets,208.17664225435655,-6.017554350319514,102.0,108.0
New York Knicks vs Indiana Pacers,New York Knicks,Indiana Pacers,198.00350225171675,-8.535203537481937,95.0,104.0
New York Knicks vs Memphis Grizzlies,New York Knicks,Memphis Grizzlies,194.25716677938627,-8.263534983651052,93.0,102.0
New York Knicks vs Miami Heat,New York Knicks,Miami Heat,194.267860578942,-8.220047725683266,93.0,102.0
New York Knicks vs Phoenix Suns,New York Knicks,Phoenix Suns,207.64673110326427,-3.7566053386546403,103.0,107.0
New York Knicks vs Portland Trail Blazers,New York Knicks,Portland Trail Blazers,205.53589676667187,-9.175668946081801,98.0,108.0
New York Knicks vs Sacramento Kings,New York Knicks,Sacramento Kings,207.11735464867095,-4.8311950156120655,102.0,107.0
New York Knicks vs Toronto Raptors,New York Knicks,Toronto Raptors,200.5376897960194,-11.109048919503504,95.0,106.0
New York Knicks vs Utah Jazz,New York Knicks,Utah Jazz,189.99329400298305,-9.941837043336571,91.0,101.0
New York Knicks vs Cleveland Cavaliers,New York Knicks,Cleveland Cavaliers,202.06376710879297,-13.132151198078319,95.0,108.0
New York Knicks vs Dallas Mavericks,New York Knicks,Dallas Mavericks,200.75032879174452,-7.8474542596444365,97.0,105.0
New York Knicks vs Los Angeles Clippers,New York Knicks,Los Angeles Clippers,204.52928494346773,-12.67840393050689,97.0,109.0
New York Knicks vs Minnesota Timberwolves,New York Knicks,Minnesota Timberwolves,204.25727811331998,-3.5728067212973804,101.0,105.0
New York Knicks vs Orlando Magic,New York Knicks,Orlando Magic,199.60901655354255,-3.7777009447415506,98.0,102.0
New York Knicks vs Chicago Bulls,New York Knicks,Chicago Bulls,198.84476467318441,-8.469364835129616,96.0,105.0
New York Knicks vs Milwaukee Bucks,New York Knicks,Milwaukee Bucks,198.05482239115847,-6.698132780604704,96.0,103.0
New York Knicks vs Atlanta Hawks,New York Knicks,Atlanta Hawks,199.06462584150952,-10.586283512414925,95.0,105.0
New York Knicks vs Detroit Pistons,New York Knicks,Detroit Pistons,198.12731463799597,-7.52198650871267,96.0,103.0
New York Knicks vs Golden State Warriors,New York Knicks,Golden State Warriors,211.0993904719518,-18.15326991301609,96.0,115.0
New York Knicks vs Houston Rockets,New York Knicks,Houston Rockets,210.06400411796417,-10.686280812025805,100.0,111.0
New York Knicks vs Oklahoma City Thunder,New York Knicks,Oklahoma City Thunder,206.83248883324669,-11.86308751485187,98.0,110.0
New York Knicks vs Philadelphia 76ers,New York Knicks,Philadelphia 76ers,199.02863449165605,0.12185520679152928,100.0,100.0
New York Knicks vs Washington Wizards,New York Knicks,Washington Wizards,202.91962703828895,-9.071214570137371,97.0,106.0
New York Knicks vs Brooklyn Nets,New York Knicks,Brooklyn Nets,203.57530857376778,-2.2686768921729583,101.0,103.0
Phoenix Suns vs Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,214.05594899517305,0.7026816986709519,108.0,107.0
Phoenix Suns vs New Orleans Pelicans,Phoenix Suns,New Orleans Pelicans,211.43463608739572,-5.383127738965749,103.0,109.0
Phoenix Suns vs San Antonio Spurs,Phoenix Suns,San Antonio Spurs,206.24363794866238,-15.283229286769682,96.0,111.0
Phoenix Suns vs Boston Celtics,Phoenix Suns,Boston Celtics,213.23260690576288,-8.811492746788538,103.0,112.0
Phoenix Suns vs Charlotte Hornets,Phoenix Suns,Charlotte Hornets,206.88236223121564,-7.027101099015038,100.0,107.0
Phoenix Suns vs Denver Nuggets,Phoenix Suns,Denver Nuggets,217.61515535027652,-5.102005046147632,107.0,112.0
Phoenix Suns vs Indiana Pacers,Phoenix Suns,Indiana Pacers,207.44201534763673,-7.619654233310056,100.0,108.0
Phoenix Suns vs Memphis Grizzlies,Phoenix Suns,Memphis Grizzlies,203.69567987530618,-7.347985679479169,99.0,106.0
Phoenix Suns vs Miami Heat,Phoenix Suns,Miami Heat,203.70637367486202,-7.304498421511383,98.0,106.0
Phoenix Suns vs New York Knicks,Phoenix Suns,New York Knicks,207.64673110326427,-1.9255067303108766,103.0,105.0
Phoenix Suns vs Portland Trail Blazers,Phoenix Suns,Portland Trail Blazers,214.97440986259178,-8.260119641909919,104.0,112.0
Phoenix Suns vs Sacramento Kings,Phoenix Suns,Sacramento Kings,216.55586774459098,-3.915645711440184,107.0,111.0
Phoenix Suns vs Toronto Raptors,Phoenix Suns,Toronto Raptors,209.97620289193938,-10.193499615331621,101.0,111.0
Phoenix Suns vs Utah Jazz,Phoenix Suns,Utah Jazz,199.43180709890302,-9.02628773916469,96.0,105.0
Phoenix Suns vs Cleveland Cavaliers,Phoenix Suns,Cleveland Cavaliers,211.5022802047129,-12.216601893906436,100.0,112.0
Phoenix Suns vs Dallas Mavericks,Phoenix Suns,Dallas Mavericks,210.1888418876645,-6.931904955472554,102.0,109.0
Phoenix Suns vs Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,213.96779803938776,-11.76285462633501,102.0,114.0
Phoenix Suns vs Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves,213.69579120923996,-2.6572574171254986,106.0,109.0
Phoenix Suns vs Orlando Magic,Phoenix Suns,Orlando Magic,209.04752964946252,-2.8621516405696688,103.0,106.0
Phoenix Suns vs Chicago Bulls,Phoenix Suns,Chicago Bulls,208.28327776910433,-7.553815530957733,101.0,109.0
Phoenix Suns vs Milwaukee Bucks,Phoenix Suns,Milwaukee Bucks,207.49333548707844,-5.782583476432823,101.0,107.0
Phoenix Suns vs Atlanta Hawks,Phoenix Suns,Atlanta Hawks,208.5031389374295,-9.670734208243042,100.0,110.0
Phoenix Suns vs Detroit Pistons,Phoenix Suns,Detroit Pistons,207.56582773391594,-6.606437204540789,101.0,108.0
Phoenix Suns vs Golden State Warriors,Phoenix Suns,Golden State Warriors,220.53790356787184,-17.237720608844207,102.0,119.0
Phoenix Suns vs Houston Rockets,Phoenix Suns,Houston Rockets,219.50251721388415,-9.770731507853922,106.0,116.0
Phoenix Suns vs Oklahoma City Thunder,Phoenix Suns,Oklahoma City Thunder,216.27100192916672,-10.947538210679987,103.0,114.0
Phoenix Suns vs Philadelphia 76ers,Phoenix Suns,Philadelphia 76ers,208.46714758757602,1.0374045109634111,105.0,104.0
Phoenix Suns vs Washington Wizards,Phoenix Suns,Washington Wizards,212.35814013420892,-8.15566526596549,103.0,111.0
Phoenix Suns vs Brooklyn Nets,Phoenix Suns,Brooklyn Nets,213.01382166968781,-1.3531275880010765,106.0,108.0
Portland Trail Blazers vs Los Angeles Lakers,Portland Trail Blazers,Los Angeles Lakers,211.9451146585806,6.121745306098113,109.0,103.0
Portland Trail Blazers vs New Orleans Pelicans,Portland Trail Blazers,New Orleans Pelicans,209.3238017508033,0.03593586846141106,105.0,105.0
Portland Trail Blazers vs San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,204.13280361206992,-9.864165679342523,98.0,108.0
Portland Trail Blazers vs Boston Celtics,Portland Trail Blazers,Boston Celtics,211.12177256917042,-3.3924291393613775,104.0,107.0
Portland Trail Blazers vs Charlotte Hornets,Portland Trail Blazers,Charlotte Hornets,204.77152789462323,-1.608037491587877,102.0,104.0
Portland Trail Blazers vs Denver Nuggets,Portland Trail Blazers,Denver Nuggets,215.50432101368406,0.3170585612795285,108.0,108.0
Portland Trail Blazers vs Indiana Pacers,Portland Trail Blazers,Indiana Pacers,205.33118101104427,-2.2005906258828953,102.0,104.0
Portland Trail Blazers vs Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,201.58484553871378,-1.9289220720520095,100.0,102.0
Portland Trail Blazers vs Miami Heat,Portland Trail Blazers,Miami Heat,201.59553933826956,-1.8854348140842225,100.0,102.0
Portland Trail Blazers vs New York Knicks,Portland Trail Blazers,New York Knicks,205.53589676667187,3.493556877116284,105.0,101.0
Portland Trail Blazers vs Phoenix Suns,Portland Trail Blazers,Phoenix Suns,214.97440986259178,2.578007572944402,109.0,107.0
Portland Trail Blazers vs Sacramento Kings,Portland Trail Blazers,Sacramento Kings,214.44503340799852,1.5034178959869764,109.0,107.0
Portland Trail Blazers vs Toronto Raptors,Portland Trail Blazers,Toronto Raptors,207.86536855534692,-4.774436007904461,102.0,107.0
Portland Trail Blazers vs Utah Jazz,Portland Trail Blazers,Utah Jazz,197.32097276231062,-3.607224131737529,97.0,101.0
Portland Trail Blazers vs Cleveland Cavaliers,Portland Trail Blazers,Cleveland Cavaliers,209.39144586812048,-6.797538286479277,102.0,109.0
Portland Trail Blazers vs Dallas Mavericks,Portland Trail Blazers,Dallas Mavericks,208.07800755107203,-1.5128413480453935,103.0,105.0
Portland Trail Blazers vs Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,211.8569637027953,-6.343791018907849,103.0,109.0
Portland Trail Blazers vs Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,211.5849568726475,2.761806190301662,107.0,105.0
Portland Trail Blazers vs Orlando Magic,Portland Trail Blazers,Orlando Magic,206.93669531287006,2.556911966857492,105.0,103.0
Portland Trail Blazers vs Chicago Bulls,Portland Trail Blazers,Chicago Bulls,206.17244343251193,-2.1347519235305734,103.0,105.0
Portland Trail Blazers vs Milwaukee Bucks,Portland Trail Blazers,Milwaukee Bucks,205.38250115048598,-0.3635198690056618,103.0,104.0
Portland Trail Blazers vs Atlanta Hawks,Portland Trail Blazers,Atlanta Hawks,206.3923046008371,-4.251670600815882,101.0,106.0
Portland Trail Blazers vs Detroit Pistons,Portland Trail Blazers,Detroit Pistons,205.45499339732353,-1.1873735971136279,103.0,104.0
Portland Trail Blazers vs Golden State Warriors,Portland Trail Blazers,Golden State Warriors,218.42706923127938,-11.818657001417046,104.0,116.0
Portland Trail Blazers vs Houston Rockets,Portland Trail Blazers,Houston Rockets,217.39168287729174,-4.351667900426762,107.0,111.0
Portland Trail Blazers vs Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City Thunder,214.16016759257425,-5.5284746032528265,105.0,110.0
Portland Trail Blazers vs Philadelphia 76ers,Portland Trail Blazers,Philadelphia 76ers,206.35631325098362,6.456468118390573,107.0,101.0
Portland Trail Blazers vs Washington Wizards,Portland Trail Blazers,Washington Wizards,210.24730579761652,-2.736601658538329,104.0,107.0
Portland Trail Blazers vs Brooklyn Nets,Portland Trail Blazers,Brooklyn Nets,210.90298733309535,4.0659360194260845,108.0,104.0
Sacramento Kings vs Los Angeles Lakers,Sacramento Kings,Los Angeles Lakers,213.52657254057974,1.7772713756283776,108.0,106.0
Sacramento Kings vs New Orleans Pelicans,Sacramento Kings,New Orleans Pelicans,210.90525963280245,-4.308538062008324,104.0,108.0
Sacramento Kings vs San Antonio Spurs,Sacramento Kings,San Antonio Spurs,205.71426149406906,-14.208639609812257,96.0,111.0
Sacramento Kings vs Boston Celtics,Sacramento Kings,Boston Celtics,212.70323045116956,-7.736903069831113,103.0,110.0
Sacramento Kings vs Charlotte Hornets,Sacramento Kings,Charlotte Hornets,206.35298577662232,-5.952511422057612,101.0,107.0
Sacramento Kings vs Denver Nuggets,Sacramento Kings,Denver Nuggets,217.08577889568326,-4.027415369190207,107.0,111.0
Sacramento Kings vs Indiana Pacers,Sacramento Kings,Indiana Pacers,206.91263889304346,-6.545064556352631,101.0,107.0
Sacramento Kings vs Memphis Grizzlies,Sacramento Kings,Memphis Grizzlies,203.16630342071292,-6.273396002521745,99.0,105.0
Sacramento Kings vs Miami Heat,Sacramento Kings,Miami Heat,203.1769972202687,-6.229908744553958,99.0,105.0
Sacramento Kings vs New York Knicks,Sacramento Kings,New York Knicks,207.11735464867095,-0.8509170533534509,104.0,105.0
Sacramento Kings vs Phoenix Suns,Sacramento Kings,Phoenix Suns,216.55586774459098,-1.7664663575253328,108.0,110.0
Sacramento Kings vs Portland Trail Blazers,Sacramento Kings,Portland Trail Blazers,214.44503340799852,-7.185529964952494,104.0,111.0
Sacramento Kings vs Toronto Raptors,Sacramento Kings,Toronto Raptors,209.44682643734612,-9.118909938374196,101.0,110.0
Sacramento Kings vs Utah Jazz,Sacramento Kings,Utah Jazz,198.9024306443097,-7.951698062207264,96.0,104.0
Sacramento Kings vs Cleveland Cavaliers,Sacramento Kings,Cleveland Cavaliers,210.97290375011963,-11.142012216949011,100.0,111.0
Sacramento Kings vs Dallas Mavericks,Sacramento Kings,Dallas Mavericks,209.65946543307123,-5.857315278515129,102.0,108.0
Sacramento Kings vs Los Angeles Clippers,Sacramento Kings,Los Angeles Clippers,213.43842158479444,-10.688264949377583,102.0,112.0
Sacramento Kings vs Minnesota Timberwolves,Sacramento Kings,Minnesota Timberwolves,213.1664147546467,-1.5826677401680729,107.0,108.0
Sacramento Kings vs Orlando Magic,Sacramento Kings,Orlando Magic,208.51815319486926,-1.787561963612243,104.0,106.0
Sacramento Kings vs Chicago Bulls,Sacramento Kings,Chicago Bulls,207.75390131451107,-6.479225854000308,101.0,108.0
Sacramento Kings vs Milwaukee Bucks,Sacramento Kings,Milwaukee Bucks,206.96395903248518,-4.707993799475396,101.0,106.0
Sacramento Kings vs Atlanta Hawks,Sacramento Kings,Atlanta Hawks,207.97376248283618,-8.596144531285617,100.0,109.0
Sacramento Kings vs Detroit Pistons,Sacramento Kings,Detroit Pistons,207.03645127932262,-5.531847527583363,101.0,107.0
Sacramento Kings vs Golden State Warriors,Sacramento Kings,Golden State Warriors,220.00852711327852,-16.163130931886784,102.0,118.0
Sacramento Kings vs Houston Rockets,Sacramento Kings,Houston Rockets,218.97314075929083,-8.696141830896497,106.0,115.0
Sacramento Kings vs Oklahoma City Thunder,Sacramento Kings,Oklahoma City Thunder,215.7416254745734,-9.872948533722562,104.0,114.0
Sacramento Kings vs Philadelphia 76ers,Sacramento Kings,Philadelphia 76ers,207.9377711329827,2.111994187920837,106.0,103.0
Sacramento Kings vs Washington Wizards,Sacramento Kings,Washington Wizards,211.8287636796156,-7.081075589008064,103.0,110.0
Sacramento Kings vs Brooklyn Nets,Sacramento Kings,Brooklyn Nets,212.4844452150945,-0.2785379110436508,107.0,107.0
Toronto Raptors vs Los Angeles Lakers,Toronto Raptors,Los Angeles Lakers,206.9469076879282,8.055125279519816,108.0,100.0
Toronto Raptors vs New Orleans Pelicans,Toronto Raptors,New Orleans Pelicans,204.32559478015085,1.9693158418831138,104.0,102.0
Toronto Raptors vs San Antonio Spurs,Toronto Raptors,San Antonio Spurs,199.13459664141752,-7.930785705920821,96.0,104.0
Toronto Raptors vs Boston Celtics,Toronto Raptors,Boston Celtics,206.123565598518,-1.4590491659396752,103.0,104.0
Toronto Raptors vs Charlotte Hornets,Toronto Raptors,Charlotte Hornets,199.77332092397077,0.3253424818338253,100.0,100.0
Toronto Raptors vs Denver Nuggets,Toronto Raptors,Denver Nuggets,210.50611404303166,2.2504385347012312,107.0,105.0
Toronto Raptors vs Indiana Pacers,Toronto Raptors,Indiana Pacers,200.33297404039186,-0.267210652461193,100.0,101.0
Toronto Raptors vs Memphis Grizzlies,Toronto Raptors,Memphis Grizzlies,196.58663856806132,0.00445790136969304,99.0,99.0
Toronto Raptors vs Miami Heat,Toronto Raptors,Miami Heat,196.59733236761716,0.04794515933748,99.0,99.0
Toronto Raptors vs New York Knicks,Toronto Raptors,New York Knicks,200.5376897960194,5.426936850537988,104.0,98.0
Toronto Raptors vs Phoenix Suns,Toronto Raptors,Phoenix Suns,209.97620289193938,4.511387546366105,108.0,103.0
Toronto Raptors vs Portland Trail Blazers,Toronto Raptors,Portland Trail Blazers,207.86536855534692,-0.9076760610610559,104.0,105.0
Toronto Raptors vs Sacramento Kings,Toronto Raptors,Sacramento Kings,209.44682643734612,3.436797869408679,107.0,103.0
Toronto Raptors vs Utah Jazz,Toronto Raptors,Utah Jazz,192.32276579165816,-1.6738441583158263,96.0,97.0
Toronto Raptors vs Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,204.39323889746802,-4.864158313057574,101.0,105.0
Toronto Raptors vs Dallas Mavericks,Toronto Raptors,Dallas Mavericks,203.07980058041963,0.42053862537630904,102.0,102.0
Toronto Raptors vs Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,206.8587567321429,-4.410411045486146,102.0,107.0
Toronto Raptors vs Minnesota Timberwolves,Toronto Raptors,Minnesota Timberwolves,206.5867499019951,4.695186163723365,106.0,102.0
Toronto Raptors vs Orlando Magic,Toronto Raptors,Orlando Magic,201.93848834221765,4.490291940279194,104.0,99.0
Toronto Raptors vs Chicago Bulls,Toronto Raptors,Chicago Bulls,201.17423646185946,-0.20137195010887066,101.0,101.0
Toronto Raptors vs Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,200.38429417983357,1.569860104416041,101.0,100.0
Toronto Raptors vs Atlanta Hawks,Toronto Raptors,Atlanta Hawks,201.39409763018463,-2.3182906273941795,100.0,102.0
Toronto Raptors vs Detroit Pistons,Toronto Raptors,Detroit Pistons,200.45678642667107,0.7460063763080744,102.0,101.0
Toronto Raptors vs Golden State Warriors,Toronto Raptors,Golden State Warriors,213.42886226062697,-9.885277027995345,102.0,112.0
Toronto Raptors vs Houston Rockets,Toronto Raptors,Houston Rockets,212.39347590663928,-2.4182879270050597,106.0,108.0
Toronto Raptors vs Oklahoma City Thunder,Toronto Raptors,Oklahoma City Thunder,209.16196062192185,-3.5950946298311246,103.0,107.0
Toronto Raptors vs Philadelphia 76ers,Toronto Raptors,Philadelphia 76ers,201.35810628033116,8.389848091812276,105.0,97.0
Toronto Raptors vs Washington Wizards,Toronto Raptors,Washington Wizards,205.24909882696406,-0.8032216851166267,103.0,103.0
Toronto Raptors vs Brooklyn Nets,Toronto Raptors,Brooklyn Nets,205.90478036244295,5.999315992847787,106.0,100.0
Utah Jazz vs Los Angeles Lakers,Utah Jazz,Los Angeles Lakers,196.40251189489177,6.887913403352883,102.0,95.0
Utah Jazz vs New Orleans Pelicans,Utah Jazz,New Orleans Pelicans,193.78119898711455,0.8021039657161815,97.0,97.0
Utah Jazz vs San Antonio Spurs,Utah Jazz,San Antonio Spurs,188.5902008483811,-9.097997582087752,90.0,99.0
Utah Jazz vs Boston Celtics,Utah Jazz,Boston Celtics,195.5791698054816,-2.6262610421066075,97.0,100.0
Utah Jazz vs Charlotte Hornets,Utah Jazz,Charlotte Hornets,189.2289251309344,-0.8418693943331066,95.0,95.0
Utah Jazz vs Denver Nuggets,Utah Jazz,Denver Nuggets,199.9617182499953,1.0832266585342993,101.0,100.0
Utah Jazz vs Indiana Pacers,Utah Jazz,Indiana Pacers,189.7885782473555,-1.434422528628125,95.0,96.0
Utah Jazz vs Memphis Grizzlies,Utah Jazz,Memphis Grizzlies,186.04224277502502,-1.162753974797239,93.0,94.0
Utah Jazz vs Miami Heat,Utah Jazz,Miami Heat,186.05293657458074,-1.1192667168294521,93.0,94.0
Utah Jazz vs New York Knicks,Utah Jazz,New York Knicks,189.99329400298305,4.259724974371055,98.0,94.0
Utah Jazz vs Phoenix Suns,Utah Jazz,Phoenix Suns,199.43180709890302,3.344175670199173,102.0,98.0
Utah Jazz vs Portland Trail Blazers,Utah Jazz,Portland Trail Blazers,197.32097276231062,-2.074887937227988,98.0,100.0
Utah Jazz vs Sacramento Kings,Utah Jazz,Sacramento Kings,198.9024306443097,2.2695859932417473,101.0,99.0
Utah Jazz vs Toronto Raptors,Utah Jazz,Toronto Raptors,192.32276579165816,-4.008267910649691,94.0,98.0
Utah Jazz vs Cleveland Cavaliers,Utah Jazz,Cleveland Cavaliers,193.84884310443172,-6.031370189224505,94.0,100.0
Utah Jazz vs Dallas Mavericks,Utah Jazz,Dallas Mavericks,192.53540478738327,-0.7466732507906233,97.0,97.0
Utah Jazz vs Los Angeles Clippers,Utah Jazz,Los Angeles Clippers,196.31436093910648,-5.577622921653077,96.0,101.0
Utah Jazz vs Minnesota Timberwolves,Utah Jazz,Minnesota Timberwolves,196.04235410895873,3.527974287556433,100.0,97.0
Utah Jazz vs Orlando Magic,Utah Jazz,Orlando Magic,191.3940925491813,3.3230800641122626,98.0,94.0
Utah Jazz vs Chicago Bulls,Utah Jazz,Chicago Bulls,190.62984066882316,-1.3685838262758028,95.0,96.0
Utah Jazz vs Milwaukee Bucks,Utah Jazz,Milwaukee Bucks,189.83989838679722,0.40264822824910906,96.0,95.0
Utah Jazz vs Atlanta Hawks,Utah Jazz,Atlanta Hawks,190.84970183714827,-3.4855025035611114,94.0,98.0
Utah Jazz vs Detroit Pistons,Utah Jazz,Detroit Pistons,189.91239063363471,-0.42120549985885747,96.0,96.0
Utah Jazz vs Golden State Warriors,Utah Jazz,Golden State Warriors,202.88446646759056,-11.052488904162276,96.0,107.0
Utah Jazz vs Houston Rockets,Utah Jazz,Houston Rockets,201.84908011360292,-3.5854998031719916,99.0,103.0
Utah Jazz vs Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,198.61756482888543,-4.7623065059980565,97.0,102.0
Utah Jazz vs Philadelphia 76ers,Utah Jazz,Philadelphia 76ers,190.8137104872948,7.222636215645343,100.0,92.0
Utah Jazz vs Washington Wizards,Utah Jazz,Washington Wizards,194.7047030339277,-1.9704335612835588,97.0,99.0
Utah Jazz vs Brooklyn Nets,Utah Jazz,Brooklyn Nets,195.36038456940653,4.8321041166808545,101.0,96.0
Cleveland Cavaliers vs Los Angeles Lakers,Cleveland Cavaliers,Los Angeles Lakers,208.4729850007017,10.078227558094632,110.0,100.0
